Call  Failure,Complains,Subscription_Length,Charge  Amount,Seconds_of_Use,Frequency_of_Use,Frequency_of_SMS,Distinct_Called_Numbers,Status,Age,Customer_Value,Churn,AHT,FCR,Sentiment_Score,Transfer_Count,SLA_Compliance,Callback_Count,Usage_per_Sub_Day,SLA_Target,Service_Gap,Complexity_Score,Tariff_1,Tariff_2,Age_Group_Numeric
3,0,29,1,3305,63,18,27,1,30,206.72,0,240,0,2,3,0.74,1,113.96551724137932,0.95,0.20999999999999996,1.8,True,False,35
3,0,22,1,1775,28,38,18,1,25,252.135,0,389,1,3,1,0.99,0,80.68181818181819,0.95,-0.040000000000000036,0.5,True,False,25
17,0,21,2,6473,143,95,46,1,25,725.22,0,171,1,4,0,0.83,2,308.23809523809524,0.95,0.12,0.6,False,True,25
13,0,19,1,9013,173,83,44,1,55,262.29,0,235,1,2,0,0.86,2,474.36842105263156,0.95,0.08999999999999997,0.6,True,False,55
9,0,20,4,2933,47,41,23,1,30,283.2,0,179,1,4,2,0.77,0,146.65,0.95,0.17999999999999994,1.0,True,False,35
3,0,13,2,4470,42,225,14,1,30,1080.48,0,234,1,5,2,0.83,0,343.84615384615387,0.95,0.12,1.0,True,False,35
4,0,13,2,1568,21,10,11,1,30,103.56,1,390,1,3,3,1.0,2,120.61538461538461,0.95,-0.050000000000000044,2.1,True,False,35
7,0,34,0,4290,69,0,13,1,25,196.155,0,241,1,2,3,0.85,1,126.17647058823529,0.95,0.09999999999999998,1.8,True,False,25
0,0,35,0,0,0,0,0,2,25,0.0,0,377,1,3,0,0.7,0,0.0,0.95,0.25,0.0,True,False,25
9,0,33,0,2373,58,349,20,1,25,1679.895,0,273,1,5,1,0.77,0,71.9090909090909,0.95,0.17999999999999994,0.5,True,False,25
9,0,34,0,4118,64,0,31,1,15,230.01,0,324,1,1,0,0.99,1,121.11764705882354,0.95,-0.040000000000000036,0.3,True,False,18
2,0,34,0,2313,56,0,29,1,15,130.295,0,264,1,5,0,1.0,0,68.02941176470588,0.95,-0.050000000000000044,0.0,True,False,18
10,0,34,0,3695,80,22,24,1,30,239.0,0,216,0,3,0,0.76,0,108.67647058823529,0.95,0.18999999999999995,0.0,True,False,35
3,0,34,0,2280,37,275,14,1,30,1192.68,0,341,1,5,0,0.88,0,67.05882352941177,0.95,0.06999999999999995,0.0,True,False,35
12,0,33,1,9035,119,134,39,1,30,902.16,0,392,0,4,2,0.72,0,273.7878787878788,0.95,0.22999999999999998,1.0,True,False,35
6,0,34,0,13693,167,0,40,1,30,554.4,0,215,0,4,0,0.87,2,402.7352941176471,0.95,0.07999999999999996,0.6,True,False,35
6,0,34,0,4435,81,0,21,1,30,180.64,0,344,0,5,0,0.74,2,130.44117647058823,0.95,0.20999999999999996,0.6,True,False,35
5,0,34,0,5838,93,0,8,1,25,266.895,0,215,1,1,0,0.95,2,171.7058823529412,0.95,0.0,0.6,True,False,25
8,0,34,0,2158,52,0,13,2,30,88.4,0,329,1,3,2,0.98,0,63.470588235294116,0.95,-0.030000000000000027,1.0,True,False,35
24,0,34,2,15060,223,44,28,1,30,787.32,0,347,1,1,2,0.75,0,442.94117647058823,0.95,0.19999999999999996,1.0,True,False,35
3,0,34,0,3015,25,473,4,1,30,2013.6,0,262,1,2,3,0.84,0,88.67647058823529,0.95,0.10999999999999999,1.5,True,False,35
8,0,33,0,15405,180,140,26,1,25,1331.325,0,334,0,1,0,0.73,1,466.8181818181818,0.95,0.21999999999999997,0.3,True,False,25
2,0,33,0,6420,84,176,22,1,30,964.16,0,218,1,4,0,0.8,0,194.54545454545453,0.95,0.1499999999999999,0.0,True,False,35
0,0,33,0,795,12,0,7,2,25,36.315,0,169,1,4,1,0.72,0,24.09090909090909,0.95,0.22999999999999998,0.5,True,False,25
1,0,34,0,630,12,3,4,2,25,42.39,0,174,0,4,2,0.78,2,18.529411764705884,0.95,0.16999999999999993,1.6,True,False,25
0,0,33,0,0,0,0,0,2,25,0.0,1,261,1,1,0,1.0,1,0.0,0.95,-0.050000000000000044,0.3,True,False,25
2,0,33,0,7428,125,374,39,1,25,2022.885,0,375,1,2,0,0.71,2,225.0909090909091,0.95,0.24,0.6,True,False,25
6,0,33,0,11385,152,1,43,1,30,465.48,0,181,0,4,1,0.96,0,345.0,0.95,-0.010000000000000009,0.5,True,False,35
7,0,33,0,6638,73,98,33,1,25,742.995,0,263,1,5,0,0.72,2,201.15151515151516,0.95,0.22999999999999998,0.6,True,False,25
22,0,29,0,875,45,6,13,2,25,68.4,1,326,0,5,1,0.86,2,30.17241379310345,0.95,0.08999999999999997,1.1,True,False,25
20,0,32,7,10355,91,0,38,1,45,261.15,0,200,1,1,3,0.84,2,323.59375,0.95,0.10999999999999999,2.1,True,False,45
12,1,32,0,5738,96,16,20,1,25,334.53,1,330,1,3,2,0.98,1,179.3125,0.95,-0.030000000000000027,1.3,True,False,25
0,0,30,0,2760,20,0,10,1,30,111.2,0,226,1,1,1,0.76,2,92.0,0.95,0.18999999999999995,1.1,True,False,35
8,1,31,0,2910,39,0,12,2,30,117.96,1,352,1,5,1,0.75,1,93.87096774193549,0.95,0.19999999999999996,0.8,True,False,35
8,0,32,0,2188,42,24,27,2,30,185.2,1,294,0,1,3,0.92,1,68.375,0.95,0.029999999999999916,1.8,True,False,35
0,1,32,0,0,0,0,0,2,30,0.0,1,286,1,5,2,0.92,0,0.0,0.95,0.029999999999999916,1.0,True,False,35
0,0,32,0,1588,23,0,2,1,30,64.44,0,194,1,1,2,0.91,0,49.625,0.95,0.039999999999999925,1.0,True,False,35
2,0,29,0,6705,95,4,18,1,45,180.0,0,265,1,1,3,0.71,2,231.20689655172413,0.95,0.24,2.1,True,False,45
0,0,32,0,0,0,0,0,2,45,0.0,1,364,0,5,0,0.78,0,0.0,0.95,0.16999999999999993,0.0,True,False,45
0,0,32,0,0,0,0,0,1,55,0.0,0,154,1,3,0,0.95,0,0.0,0.95,0.0,0.0,True,False,55
24,0,27,2,15995,236,0,76,1,25,730.395,0,339,1,3,1,0.88,0,592.4074074074074,0.95,0.06999999999999995,0.5,True,False,25
5,0,30,2,6885,114,261,29,1,25,1489.455,0,273,0,4,1,0.88,1,229.5,0.95,0.06999999999999995,0.8,False,True,25
1,0,32,0,3638,80,0,24,1,25,167.31,0,329,0,2,0,0.79,2,113.6875,0.95,0.15999999999999992,0.6,True,False,25
2,0,31,0,1585,42,28,16,2,30,177.08,0,315,1,4,0,0.78,0,51.12903225806452,0.95,0.16999999999999993,0.0,True,False,35
5,0,32,0,2700,51,165,19,1,25,866.295,0,258,1,3,3,0.98,0,84.375,0.95,-0.030000000000000027,1.5,True,False,25
3,0,23,0,1235,34,183,7,1,25,880.605,0,227,0,2,2,0.92,2,53.69565217391305,0.95,0.029999999999999916,1.6,False,True,25
3,0,22,0,1488,37,20,64,1,45,88.125,0,306,1,2,2,0.74,0,67.63636363636364,0.95,0.20999999999999996,1.0,True,False,45
10,0,23,0,620,23,0,3,2,25,28.935,0,185,1,1,0,0.98,1,26.956521739130434,0.95,-0.030000000000000027,0.3,True,False,25
0,0,22,0,0,0,11,0,2,45,27.5,0,296,1,2,1,0.87,2,0.0,0.95,0.07999999999999996,1.1,True,False,45
9,0,21,0,1145,30,9,9,1,25,93.375,0,173,1,3,2,0.8,1,54.523809523809526,0.95,0.1499999999999999,1.3,True,False,25
1,0,21,0,3145,59,0,19,1,30,128.16,0,312,1,1,2,0.82,0,149.76190476190476,0.95,0.13,1.0,True,False,35
1,0,14,0,1615,24,18,10,1,25,154.755,0,307,1,1,2,0.92,2,115.35714285714286,0.95,0.029999999999999916,1.6,True,False,25
15,0,13,0,6313,139,75,38,1,15,767.36,0,171,1,4,2,0.81,0,485.61538461538464,0.95,0.1399999999999999,1.0,False,True,18
11,0,11,0,8853,169,63,36,1,45,383.05,0,339,1,3,1,0.87,0,804.8181818181819,0.95,0.07999999999999996,0.5,True,False,45
7,0,12,2,2773,43,21,15,1,30,196.64,0,253,1,1,3,0.91,0,231.08333333333334,0.95,0.039999999999999925,1.5,True,False,35
1,0,5,0,4310,38,205,6,1,30,993.92,0,346,1,4,1,0.76,1,862.0,0.95,0.18999999999999995,0.8,True,False,35
2,0,5,0,1408,17,0,3,1,30,57.0,1,160,1,4,0,0.98,2,281.6,0.95,-0.030000000000000027,0.6,True,False,35
13,0,44,1,4630,81,20,23,1,30,268.44,0,194,0,1,3,0.81,1,105.22727272727273,0.95,0.1399999999999999,1.8,True,False,35
5,0,45,0,578,15,22,10,2,30,111.72,0,273,1,2,0,0.83,0,12.844444444444445,0.95,0.12,0.0,True,False,35
15,0,43,1,2713,70,374,30,1,30,1607.32,0,197,1,2,1,0.91,1,63.093023255813954,0.95,0.039999999999999925,0.8,True,False,35
15,0,44,1,4458,76,16,41,1,15,337.37,0,232,1,4,0,0.88,0,101.31818181818181,0.95,0.06999999999999995,0.0,True,False,18
8,0,44,1,2653,68,17,39,1,25,198.945,0,315,1,1,0,0.83,1,60.29545454545455,0.95,0.12,0.3,True,False,25
16,0,44,2,4035,92,47,34,1,30,353.08,0,186,1,5,1,0.89,0,91.70454545454545,0.95,0.05999999999999994,0.5,True,False,35
9,0,44,1,2620,49,300,24,1,30,1306.76,0,319,1,2,0,0.97,2,59.54545454545455,0.95,-0.020000000000000018,0.6,True,False,35
18,0,43,3,9375,131,159,49,1,30,1016.24,0,175,1,1,1,0.94,2,218.02325581395348,0.95,0.010000000000000009,1.1,True,False,35
12,0,44,1,14033,179,15,50,1,30,628.48,0,193,0,5,3,0.95,2,318.9318181818182,0.95,0.0,2.1,True,False,35
12,0,44,2,4775,93,17,31,1,30,262.72,0,296,0,1,0,0.78,0,108.52272727272727,0.95,0.16999999999999993,0.0,True,False,35
11,0,44,1,6178,105,22,18,1,30,339.32,0,348,0,1,3,0.83,0,140.4090909090909,0.95,0.12,1.5,True,False,35
14,1,44,0,2498,64,23,23,2,30,194.48,0,192,0,5,1,0.87,0,56.77272727272727,0.95,0.07999999999999996,0.5,True,False,35
30,0,44,4,15400,235,69,38,1,30,901.4,0,224,1,3,2,0.71,2,350.0,0.95,0.24,1.6,True,False,35
9,0,44,2,3355,37,498,14,1,30,2127.68,0,381,1,3,1,0.93,2,76.25,0.95,0.019999999999999907,1.1,True,False,35
14,0,43,1,15745,192,165,36,1,25,1459.665,0,397,1,4,1,0.8,0,366.16279069767444,0.95,0.1499999999999999,0.5,True,False,25
8,0,43,2,6760,96,201,32,1,30,1078.24,0,295,0,4,0,0.78,2,157.2093023255814,0.95,0.16999999999999993,0.6,True,False,35
5,0,43,0,1135,24,15,17,2,25,119.655,0,261,1,4,2,0.78,1,26.3953488372093,0.95,0.16999999999999993,1.3,True,False,25
7,0,44,0,970,24,28,14,2,30,151.76,0,236,0,1,3,0.79,0,22.045454545454547,0.95,0.15999999999999992,1.5,True,False,35
5,0,43,0,260,10,15,6,2,25,79.65,1,303,1,3,2,0.8,0,6.046511627906977,0.95,0.1499999999999999,1.0,True,False,25
8,0,43,1,7768,137,399,49,1,30,1912.2,0,297,0,2,2,0.88,0,180.65116279069767,0.95,0.06999999999999995,1.0,True,False,35
12,0,43,2,11725,164,26,53,1,45,362.225,0,223,1,5,2,0.88,2,272.6744186046512,0.95,0.06999999999999995,1.6,True,False,45
13,0,43,2,6978,85,123,43,1,25,871.335,0,155,1,3,1,0.78,0,162.27906976744185,0.95,0.16999999999999993,0.5,True,False,25
28,1,39,0,1215,57,31,23,2,30,174.88,1,187,1,1,0,0.76,0,31.153846153846153,0.95,0.18999999999999995,0.0,True,False,35
26,0,42,9,10695,103,16,48,1,55,185.97,0,389,1,5,2,0.95,2,254.64285714285714,0.95,0.0,1.6,False,True,55
18,0,42,2,6078,108,41,30,1,25,462.87,0,254,1,2,3,0.73,0,144.71428571428572,0.95,0.21999999999999997,1.5,True,False,25
6,0,40,1,3100,32,15,20,1,30,185.28,0,270,0,2,1,0.85,0,77.5,0.95,0.09999999999999998,0.5,True,False,35
14,1,41,0,3250,51,24,22,2,30,228.04,1,266,1,5,3,0.86,2,79.26829268292683,0.95,0.08999999999999997,2.1,True,False,35
14,1,42,0,2528,54,49,37,2,45,187.05,1,345,1,4,3,0.87,2,60.19047619047619,0.95,0.07999999999999996,2.1,True,False,45
5,0,42,0,393,12,15,8,2,30,76.2,1,166,1,5,0,0.97,1,9.357142857142858,0.95,-0.020000000000000018,0.3,True,False,35
6,0,42,1,1928,35,15,12,1,45,86.575,0,170,1,4,2,0.89,2,45.904761904761905,0.95,0.05999999999999994,1.6,True,False,45
8,0,39,2,7045,107,29,28,1,55,150.78,0,218,1,5,2,0.99,2,180.64102564102564,0.95,-0.040000000000000036,1.6,True,False,55
5,0,42,0,888,17,24,10,2,45,82.625,1,271,0,1,1,0.96,1,21.142857142857142,0.95,-0.010000000000000009,0.8,True,False,45
5,0,42,2,598,14,19,8,1,55,37.68,0,317,0,3,2,0.76,2,14.238095238095237,0.95,0.18999999999999995,1.6,True,False,55
30,1,37,4,16335,248,15,86,1,25,813.735,0,272,0,2,3,0.77,0,441.4864864864865,0.95,0.17999999999999994,1.5,True,False,25
11,1,40,4,7225,126,286,39,1,30,1438.04,0,260,0,2,2,0.8,0,180.625,0.95,0.1499999999999999,1.0,False,True,35
7,0,42,1,3978,92,17,34,1,30,230.8,0,384,1,2,3,0.82,2,94.71428571428571,0.95,0.13,2.1,True,False,35
8,0,41,0,1925,54,53,26,2,30,291.16,0,190,1,2,3,0.87,0,46.951219512195124,0.95,0.07999999999999996,1.5,True,False,35
11,0,42,1,3040,63,190,29,1,25,994.635,0,292,1,3,3,0.77,2,72.38095238095238,0.95,0.17999999999999994,2.1,True,False,25
9,0,33,2,1575,46,208,17,1,30,896.84,0,285,1,5,3,0.77,1,47.72727272727273,0.95,0.17999999999999994,1.8,False,True,35
9,0,32,1,1828,49,45,74,1,55,95.655,0,268,1,4,0,0.81,2,57.125,0.95,0.1399999999999999,0.6,True,False,55
16,0,33,0,960,35,25,13,2,30,139.8,0,351,1,2,0,0.9,1,29.09090909090909,0.95,0.04999999999999993,0.3,True,False,35
5,0,32,0,1085,20,36,9,2,45,117.625,0,216,1,3,0,0.91,0,33.90625,0.95,0.039999999999999925,0.0,True,False,45
15,0,31,1,1485,42,34,19,1,25,221.715,0,388,0,3,0,0.99,1,47.903225806451616,0.95,-0.040000000000000036,0.3,True,False,25
7,0,31,1,3485,71,23,29,1,30,234.24,0,232,1,2,2,0.76,2,112.41935483870968,0.95,0.18999999999999995,1.6,True,False,35
7,0,24,1,1955,36,43,20,1,30,251.64,0,286,1,3,2,0.82,2,81.45833333333333,0.95,0.13,1.6,True,False,35
21,0,23,2,6653,151,100,48,1,25,756.18,0,280,1,4,1,0.99,2,289.2608695652174,0.95,-0.040000000000000036,1.1,False,True,25
17,0,21,1,9193,181,88,46,1,55,272.61,0,362,1,2,0,0.91,2,437.76190476190476,0.95,0.039999999999999925,0.6,True,False,55
13,0,22,4,3113,55,46,25,1,30,310.72,0,259,1,3,2,0.88,2,141.5,0.95,0.06999999999999995,1.6,True,False,35
7,0,15,2,4650,50,230,16,1,30,1108.0,0,221,1,4,1,0.86,2,310.0,0.95,0.08999999999999997,1.1,True,False,35
8,1,15,2,1748,29,15,13,1,30,131.08,1,155,1,3,3,0.72,1,116.53333333333333,0.95,0.22999999999999998,1.8,True,False,35
3,0,32,0,4110,61,0,11,1,25,187.695,0,240,1,2,0,0.97,1,128.4375,0.95,-0.020000000000000018,0.3,True,False,25
0,0,33,0,0,0,0,0,2,25,0.0,0,356,0,3,1,0.89,1,0.0,0.95,0.05999999999999994,0.8,True,False,25
5,0,31,0,2193,50,344,18,1,25,1648.935,0,152,1,4,0,0.87,2,70.74193548387096,0.95,0.07999999999999996,0.6,True,False,25
5,0,32,0,3938,56,0,29,1,15,219.67,0,374,1,2,1,0.86,1,123.0625,0.95,0.08999999999999997,0.8,True,False,18
0,0,32,0,2133,48,0,27,1,15,119.955,0,285,1,3,3,0.82,2,66.65625,0.95,0.13,2.1,True,False,18
6,0,32,0,3515,72,17,22,1,25,237.915,0,185,1,4,1,0.78,2,109.84375,0.95,0.16999999999999993,1.1,True,False,25
0,0,32,0,2100,29,270,12,1,30,1165.16,0,225,1,2,1,0.93,0,65.625,0.95,0.019999999999999907,0.5,True,False,35
8,0,31,1,8855,111,129,37,1,30,874.64,0,288,1,2,1,0.85,2,285.64516129032256,0.95,0.09999999999999998,1.1,True,False,35
2,0,32,0,13513,159,0,38,1,30,546.88,0,228,1,5,1,0.71,2,422.28125,0.95,0.24,1.1,True,False,35
2,0,32,0,4255,73,0,19,1,30,173.12,0,177,1,2,2,0.82,1,132.96875,0.95,0.13,1.3,True,False,35
1,0,32,0,5658,85,0,6,1,25,258.435,0,316,1,3,3,0.98,0,176.8125,0.95,-0.030000000000000027,1.5,True,False,25
4,0,32,0,1978,44,0,11,2,30,80.88,0,318,0,1,2,0.81,0,61.8125,0.95,0.1399999999999999,1.0,True,False,35
20,0,32,2,14880,215,39,26,1,30,759.8,0,179,0,5,2,0.82,2,465.0,0.95,0.13,1.6,True,False,35
0,0,32,0,2835,17,468,2,1,30,1986.08,0,220,1,3,1,0.89,0,88.59375,0.95,0.05999999999999994,0.5,True,False,35
4,0,31,0,15225,172,135,24,1,25,1300.365,0,210,1,4,0,0.94,1,491.1290322580645,0.95,0.010000000000000009,0.3,True,False,25
0,0,31,0,6240,76,171,20,1,30,936.64,0,314,0,4,2,0.9,1,201.29032258064515,0.95,0.04999999999999993,1.3,True,False,35
0,0,31,0,615,4,0,5,2,25,27.855,0,332,1,2,3,0.96,0,19.838709677419356,0.95,-0.010000000000000009,1.5,True,False,25
0,0,32,0,450,4,0,2,2,25,20.43,0,331,1,2,2,0.73,2,14.0625,0.95,0.21999999999999997,1.6,True,False,25
0,0,31,0,0,0,0,0,2,25,0.0,1,384,0,4,0,0.98,1,0.0,0.95,-0.030000000000000027,0.3,True,False,25
0,0,31,0,7248,117,369,37,1,25,1991.925,0,342,1,5,2,0.97,0,233.80645161290323,0.95,-0.020000000000000018,1.0,True,False,25
2,0,31,0,11205,144,0,41,1,30,453.96,0,230,0,1,3,0.86,0,361.4516129032258,0.95,0.08999999999999997,1.5,True,False,35
3,0,31,0,6458,65,93,31,1,25,712.035,0,176,1,5,0,0.89,1,208.32258064516128,0.95,0.05999999999999994,0.3,True,False,25
18,1,27,0,695,37,1,11,2,25,37.44,1,303,0,5,0,0.76,0,25.74074074074074,0.95,0.18999999999999995,0.0,True,False,25
16,0,30,7,10175,83,0,36,1,45,256.45,0,379,0,1,2,0.83,2,339.1666666666667,0.95,0.12,1.6,True,False,45
8,1,30,0,5558,88,11,18,1,25,303.57,1,393,0,1,1,0.76,1,185.26666666666668,0.95,0.18999999999999995,0.8,True,False,25
0,0,28,0,2580,12,0,8,1,30,103.68,0,207,1,4,2,0.71,1,92.14285714285714,0.95,0.24,1.3,True,False,35
4,0,29,0,2730,31,0,10,2,25,124.245,1,209,0,5,2,0.99,1,94.13793103448276,0.95,-0.040000000000000036,1.3,True,False,25
4,1,30,0,2008,34,19,25,2,30,157.68,1,159,1,2,1,0.78,0,66.93333333333334,0.95,0.16999999999999993,0.5,True,False,35
0,0,30,0,0,0,0,0,2,30,0.0,1,185,0,4,0,0.88,1,0.0,0.95,0.06999999999999995,0.3,True,False,35
0,0,30,0,0,0,0,0,1,30,0.0,0,288,1,5,2,0.79,1,0.0,0.95,0.15999999999999992,1.3,True,False,35
0,0,27,0,6525,87,0,16,1,45,165.3,0,286,1,2,1,0.81,0,241.66666666666666,0.95,0.1399999999999999,0.5,True,False,45
0,1,30,0,0,0,0,0,2,45,0.0,1,242,1,2,3,0.82,1,0.0,0.95,0.13,1.8,True,False,45
0,1,30,0,0,0,0,0,1,55,0.0,1,227,0,5,1,0.8,1,0.0,0.95,0.1499999999999999,0.8,True,False,55
20,0,25,2,15815,228,0,74,1,25,721.935,0,357,1,2,0,0.89,0,632.6,0.95,0.05999999999999994,0.0,True,False,25
1,0,28,2,6705,106,256,27,1,25,1458.495,0,265,1,3,3,0.99,2,239.46428571428572,0.95,-0.040000000000000036,2.1,False,True,25
0,0,30,0,3458,72,0,22,1,25,158.85,0,352,0,3,2,0.83,1,115.26666666666667,0.95,0.12,1.3,True,False,25
0,0,29,0,1405,34,23,14,2,30,149.56,0,390,0,3,2,0.99,0,48.44827586206897,0.95,-0.040000000000000036,1.0,True,False,35
1,0,30,0,2520,43,160,17,1,25,835.335,0,229,1,2,3,0.9,1,84.0,0.95,0.04999999999999993,1.8,True,False,25
0,0,21,0,1055,26,178,5,1,25,849.645,0,200,1,4,3,0.88,0,50.23809523809524,0.95,0.06999999999999995,1.5,False,True,25
0,0,20,0,1308,29,15,62,1,45,70.925,0,388,0,4,3,0.77,1,65.4,0.95,0.17999999999999994,1.8,True,False,45
6,0,21,0,440,15,0,1,2,25,20.475,0,308,0,2,3,0.72,0,20.952380952380953,0.95,0.22999999999999998,1.5,True,False,25
0,0,20,0,0,0,6,0,2,45,15.0,0,222,1,3,1,0.96,1,0.0,0.95,-0.010000000000000009,0.8,True,False,45
5,0,19,0,965,22,4,7,1,25,62.415,0,305,1,1,0,0.87,0,50.78947368421053,0.95,0.07999999999999996,0.0,True,False,25
0,0,19,0,2965,51,0,17,1,30,120.64,0,278,1,2,2,0.82,0,156.05263157894737,0.95,0.13,1.0,True,False,35
0,0,12,0,1435,16,13,8,1,25,123.795,0,376,1,5,3,0.94,0,119.58333333333333,0.95,0.010000000000000009,1.5,True,False,25
11,0,11,0,6133,131,70,36,1,15,729.52,0,213,1,3,3,0.79,0,557.5454545454545,0.95,0.15999999999999992,1.5,False,True,18
7,0,9,0,8673,161,58,34,1,45,365.85,0,397,1,4,2,0.94,1,963.6666666666666,0.95,0.010000000000000009,1.3,True,False,45
3,0,10,2,2593,35,16,13,1,30,169.12,0,384,1,5,2,0.8,0,259.3,0.95,0.1499999999999999,1.0,True,False,35
0,0,3,0,4130,30,200,4,1,30,966.4,0,195,1,4,2,0.98,0,1376.6666666666667,0.95,-0.030000000000000027,1.0,True,False,35
0,1,3,0,1228,9,0,1,1,25,55.665,1,191,0,4,0,0.78,0,409.3333333333333,0.95,0.16999999999999993,0.0,True,False,25
10,0,41,0,4550,79,16,22,1,30,249.16,0,283,0,4,0,0.74,2,110.97560975609755,0.95,0.20999999999999996,0.6,True,False,35
2,0,42,0,498,13,18,9,2,25,103.995,0,161,1,3,0,0.91,2,11.857142857142858,0.95,0.039999999999999925,0.6,True,False,25
12,0,40,0,2633,68,370,29,1,30,1588.04,0,224,1,4,3,0.75,0,65.825,0.95,0.19999999999999996,1.5,True,False,35
12,0,41,0,4378,74,12,40,1,15,310.86,0,258,0,2,3,0.98,0,106.78048780487805,0.95,-0.030000000000000027,1.5,True,False,18
5,0,41,0,2573,66,13,38,1,15,216.645,0,392,1,5,1,0.9,2,62.75609756097561,0.95,0.04999999999999993,1.1,True,False,18
13,0,41,1,3955,90,43,33,1,30,333.8,0,398,1,1,1,0.77,2,96.46341463414635,0.95,0.17999999999999994,1.1,True,False,35
6,0,41,0,2540,47,296,23,1,30,1287.48,0,187,1,5,1,0.76,2,61.951219512195124,0.95,0.18999999999999995,1.1,True,False,35
15,0,40,2,9295,129,155,48,1,30,996.96,0,372,1,5,0,0.98,0,232.375,0.95,-0.030000000000000027,0.0,True,False,35
9,0,41,0,13953,177,11,49,1,30,609.2,0,172,1,1,1,0.88,1,340.3170731707317,0.95,0.06999999999999995,0.8,True,False,35
9,0,41,1,4695,91,13,30,1,30,243.44,0,337,1,4,1,0.97,0,114.51219512195122,0.95,-0.020000000000000018,0.5,True,False,35
8,0,41,0,6098,103,18,17,1,30,320.04,0,361,0,5,2,0.73,1,148.73170731707316,0.95,0.21999999999999997,1.3,True,False,35
11,0,41,0,2418,62,19,22,2,30,175.2,0,372,1,3,3,0.98,0,58.97560975609756,0.95,-0.030000000000000027,1.5,True,False,35
27,0,41,3,15320,233,65,37,1,30,882.12,0,205,1,2,0,0.86,0,373.6585365853659,0.95,0.08999999999999997,0.0,True,False,35
6,0,41,1,3275,35,494,13,1,30,2108.4,0,373,0,5,1,0.9,1,79.8780487804878,0.95,0.04999999999999993,0.8,True,False,35
11,0,40,0,15665,190,161,35,1,25,1437.975,0,178,0,3,3,0.81,2,391.625,0.95,0.1399999999999999,2.1,True,False,25
5,0,40,1,6680,94,197,31,1,30,1058.96,0,279,0,1,3,0.72,1,167.0,0.95,0.22999999999999998,1.8,True,False,35
2,0,40,0,1055,22,11,16,2,25,97.965,0,267,1,2,3,0.99,2,26.375,0.95,-0.040000000000000036,2.1,True,False,25
4,0,41,0,890,22,24,13,2,30,132.48,0,228,1,4,2,1.0,2,21.70731707317073,0.95,-0.050000000000000044,1.6,True,False,35
2,0,40,0,180,8,11,5,2,25,57.96,1,155,0,3,0,0.81,2,4.5,0.95,0.1399999999999999,0.6,True,False,25
5,0,40,0,7688,135,395,48,1,25,2129.535,0,343,1,2,3,0.98,0,192.2,0.95,-0.030000000000000027,1.5,True,False,25
9,0,40,1,11645,162,22,52,1,45,350.175,0,233,1,4,2,0.75,0,291.125,0.95,0.19999999999999996,1.0,True,False,45
10,0,40,1,6898,83,119,42,1,25,849.645,0,315,0,1,3,0.75,1,172.45,0.95,0.19999999999999996,1.8,True,False,25
25,1,36,0,1135,55,27,22,2,25,175.05,1,252,1,2,3,0.72,2,31.52777777777778,0.95,0.22999999999999998,2.1,True,False,25
23,0,39,8,10615,101,12,47,1,55,178.74,0,243,0,3,1,0.82,2,272.1794871794872,0.95,0.13,1.1,True,False,55
15,0,39,1,5998,106,37,29,1,25,441.18,0,371,1,1,0,0.72,2,153.7948717948718,0.95,0.22999999999999998,0.6,True,False,25
3,0,37,0,3020,30,11,19,1,30,166.0,0,173,1,2,2,0.82,0,81.62162162162163,0.95,0.13,1.0,True,False,35
11,1,38,0,3170,49,20,21,2,30,208.76,1,334,0,5,1,0.74,1,83.42105263157895,0.95,0.20999999999999996,0.8,True,False,35
11,1,39,0,2448,52,45,36,2,30,280.0,1,336,1,5,0,0.92,0,62.76923076923077,0.95,0.029999999999999916,0.0,True,False,35
2,1,39,0,313,10,11,7,2,30,56.92,1,244,1,5,1,0.95,0,8.025641025641026,0.95,0.0,0.5,True,False,35
3,0,39,0,1848,33,11,11,1,30,119.24,0,215,1,2,3,0.91,0,47.38461538461539,0.95,0.039999999999999925,1.5,True,False,35
5,0,36,1,6965,105,25,27,1,55,143.55,0,151,1,1,1,0.76,2,193.47222222222223,0.95,0.18999999999999995,1.1,True,False,55
2,0,39,0,808,15,20,9,2,45,70.575,1,384,1,5,1,0.93,0,20.71794871794872,0.95,0.019999999999999907,0.5,True,False,45
2,0,39,1,518,12,15,7,1,55,30.45,0,386,0,2,2,0.77,1,13.282051282051283,0.95,0.17999999999999994,1.3,True,False,55
27,1,34,3,16255,246,11,85,1,25,792.045,0,210,1,4,2,0.93,2,478.0882352941176,0.95,0.019999999999999907,1.6,True,False,25
8,0,37,3,7145,124,282,38,1,25,1596.105,0,157,1,1,1,0.87,2,193.1081081081081,0.95,0.07999999999999996,1.1,False,True,25
4,0,39,0,3898,90,13,33,1,25,237.96,0,180,1,4,3,0.81,1,99.94871794871794,0.95,0.1399999999999999,1.8,True,False,25
5,0,38,0,1845,52,49,25,2,30,271.88,0,166,1,3,2,0.73,1,48.55263157894737,0.95,0.21999999999999997,1.3,True,False,35
8,0,39,0,2960,61,186,28,1,25,972.945,0,357,1,5,0,0.95,1,75.8974358974359,0.95,0.0,0.3,True,False,25
6,1,30,1,1495,44,204,16,1,25,987.255,1,372,0,1,1,0.98,2,49.833333333333336,0.95,-0.030000000000000027,1.1,False,True,25
